userid,vroot
10002,Knowledge Base|/kb
11424,Visual Basic|/vbasic
11426,End User Produced View|/athome
11429,Free Downloads|/msdownload
11429,Windows Family of OSs|/windows
11429,Portugal|/portugal
11429,Office Free Stuff|/officefreestuff
11430,Free Downloads|/msdownload
11430,Knowledge Base|/kb
11430,Microsoft.com Search|/search
11432,Free Downloads|/msdownload
11432,Knowledge Base|/kb
11433,Products |/products
11435,Free Downloads|/msdownload
11436,Internet Explorer|/ie
11436,Microsoft.com Search|/search
11437,Web Site Builder's Gallery|/gallery
11440,Access Development|/accessdev
11440,misc|/misc
11440,MS Access Support|/msaccesssupport
11443,Internet Site Construction for Developers|/sitebuilder
11444,Developer Workshop|/workshop
11446,Support Desktop|/support
11447,isapi|/isapi
11447,Free Downloads|/msdownload
11447,SiteBuilder Network Membership|/sbnmember
11452,MS Project|/msproject
11453,Internet Explorer|/ie
11456,Products |/products
11458,International IE content|/ie_intl
11461,isapi|/isapi
11464,Knowledge Base|/kb
11465,isapi|/isapi
11477,Microsoft Home Essentials|/homeessentials
11477,Microsoft.com Search|/search
11479,France|/france
11482,SP Referral (ART)|/referral
11482,End User Produced View|/athome
11483,Internet Explorer|/ie
11486,Macintosh Office|/macoffice
11487,Windows Family of OSs|/windows
11487,Microsoft.com Search|/search
11489,Visual Basic|/vbasic
11489,MS Office Support|/msofficesupport
11490,Games|/games
11490,Microsoft.com Search|/search
11491,Knowledge Base|/kb
11494,Internet Explorer|/ie
11496,Developer Network|/msdn
11497,Internet Explorer|/ie
11499,MS Office Info|/office
11500,Products |/products
11501,regwiz|/regwiz
11501,Free Downloads|/msdownload
11502,MS Word|/msword
11503,UK|/uk
11504,Internet Explorer|/ie
11506,Internet Explorer|/ie
11508,Repository|/repository
11508,Internet Explorer|/ie
11508,Microsoft.com Search|/search
11510,Free Downloads|/msdownload
11516,Internet Explorer|/ie
11519,Internet Information Server|/iis
11521,Knowledge Base|/kb
11521,isapi|/isapi
11522,Products |/products
11523,MS Proxy Server|/proxy
11523,Training|/train_cert
11523,Products |/products
11525,UK|/uk
11526,MS Word|/msword
11526,Microsoft.com Search|/search
11527,isapi|/isapi
11531,Knowledge Base|/kb
11531,isapi|/isapi
11532,isapi|/isapi
11533,Microsoft.com Search|/search
11534,Free Downloads|/msdownload
11536,Germany|/germany
11536,Microsoft.com Search|/search
11539,Office Free Stuff|/officefreestuff
11539,Knowledge Base|/kb
11540,sports|/sports
11540,isapi|/isapi
11549,Free Downloads|/msdownload
11549,Web Site Builder's Gallery|/gallery
11550,Microsoft.com Search|/search
11552,MS Office Info|/office
11555,Internet Explorer|/ie
11556,Knowledge Base|/kb
11558,Free Downloads|/msdownload
11561,Microsoft.com Search|/search
11569,Free Downloads|/msdownload
11569,Picture It|/pictureit
11570,Germany|/germany
11570,ActiveX Technology Development|/activex
11574,Microsoft.com Search|/search
11575,Internet Explorer|/ie
11579,Windows95 Support|/windowssupport
11579,Windows Family of OSs|/windows
11584,Free Downloads|/msdownload
11584,Windows 95|/windows95
11584,IE Support|/iesupport
11584,Products |/products
11587,Microsoft.com Search|/search
11589,Visual Basic|/vbasic
11591,Training|/train_cert
11592,SiteBuilder Network Membership|/sbnmember
11592,Internet Explorer|/ie
11593,Windows NT Server|/ntserver
11593,isapi|/isapi
11594,Internet Explorer|/ie
11595,Microsoft.com Search|/search
11596,Free Downloads|/msdownload
11597,Internet Explorer|/ie
11599,Windows Family of OSs|/windows
11601,Support Desktop|/support
11604,Web Site Builder's Gallery|/gallery
11604,sports|/sports
11607,Support Desktop|/support
11608,Connecting Small Business|/smallbiz
11611,Windows Family of OSs|/windows
11611,Knowledge Base|/kb
11613,Products |/products
11613,Support Desktop|/support
11613,isapi|/isapi
11613,Microsoft.com Search|/search
11614,Windows Family of OSs|/windows
11616,Products |/products
11620,Free Downloads|/msdownload
11621,Web Site Builder's Gallery|/gallery
11625,Microsoft.com Search|/search
11627,Taiwan|/taiwan
11631,Microsoft.com Search|/search
11631,isapi|/isapi
11631,Internet News|/internet
11631,promo|/promo
11633,Support Desktop|/support
11636,Microsoft.com Search|/search
11640,NT Workstation Support|/ntwkssupport
11641,Support Desktop|/support
11644,MS Access|/access
11644,Support Network Program Information|/supportnet
11644,MS Access Support|/msaccesssupport
11646,Microsoft.com Search|/search
11647,Products |/products
11648,Free Downloads|/msdownload
11649,Poland|/poland
11650,Windows Family of OSs|/windows
11652,Windows95 Support|/windowssupport
11652,NetMeeting|/netmeeting
11652,Products |/products
11653,Knowledge Base|/kb
11655,Microsoft.com Search|/search
11657,Products |/products
11662,Free Downloads|/msdownload
11663,Training|/train_cert
11663,Support Desktop|/support
11669,Office Free Stuff|/officefreestuff
11671,Germany|/germany
11672,Internet Site Construction for Developers|/sitebuilder
11673,promo|/promo
11674,Europe|/europe
11674,Free Downloads|/msdownload
11674,Benelux Region|/benelux
11674,Windows Family of OSs|/windows
11674,MS Office Info|/office
11674,Internet Explorer|/ie
11676,Internet Explorer|/ie
11677,SiteBuilder Network Membership|/sbnmember
11678,Exchange Support|/exchangesupport
11678,Free Downloads|/msdownload
11678,MS Office Support|/msofficesupport
11678,SiteBuilder Network Membership|/sbnmember
11679,Knowledge Base|/kb
11679,Support Desktop|/support
11682,Internet Explorer|/ie
11689,Windows NT Server|/ntserver
11692,Excel|/msexcel
11692,MS Excel|/excel
11692,MS PowerPoint News|/powerpoint
11692,OutLook|/outlook
11692,Internet Explorer|/ie
11694,Internet Site Construction for Developers|/sitebuilder
11696,Support Desktop|/support
11696,Microsoft.com Search|/search
11697,Developer Workshop|/workshop
11697,Internet Explorer|/ie
11698,Microsoft.com Search|/search
11699,Internet Explorer|/ie
11700,Knowledge Base|/kb
11701,Products |/products
11703,Microsoft.com Search|/search
11704,MS Word|/msword
11705,Products |/products
11705,Microsoft.com Search|/search
11706,ImageComposer|/imagecomposer
11709,Microsoft.com Search|/search
11711,Windows Family of OSs|/windows
11711,isapi|/isapi
11713,Windows Family of OSs|/windows
11715,Developer Workshop|/workshop
11719,Internet Site Construction for Developers|/sitebuilder
11719,Visual Studio|/vstudio
11720,Microsoft.com Search|/search
11723,Internet Explorer|/ie
11725,SP Referral (ART)|/referral
11727,Internet Explorer|/ie
11728,NT Workstation Support|/ntwkssupport
11729,Free Downloads|/msdownload
11733,isapi|/isapi
11733,MS Word News|/word
11733,Internet Explorer|/ie
11735,Typography Site|/truetype
11735,Windows Family of OSs|/windows
11737,Microsoft.com Search|/search
11741,Free Downloads|/msdownload
11742,Support Desktop|/support
11742,isapi|/isapi
11743,Microsoft.com Search|/search
11743,isapi|/isapi
11743,Internet Site Construction for Developers|/sitebuilder
11743,Developer Workshop|/workshop
11745,MS Office|/msoffice
11746,Free Downloads|/msdownload
11747,Free Downloads|/msdownload
11748,MS Office Info|/office
11748,Products |/products
11749,Microsoft.com Search|/search
11753,Internet Site Construction for Developers|/sitebuilder
11755,Windows95 Support|/windowssupport
11755,isapi|/isapi
11756,Internet Explorer|/ie
11756,Microsoft.com Search|/search
11760,Internet Explorer|/ie
11763,Windows NT Server|/ntserver
11766,Support Desktop|/support
11766,Knowledge Base|/kb
11767,International IE content|/ie_intl
11772,Windows95 Support|/windowssupport
11773,Australia|/australia
11774,Support Desktop|/support
11775,Internet Site Construction for Developers|/sitebuilder
11778,Products |/products
11778,Support Desktop|/support
11779,regwiz|/regwiz
11780,Developer Workshop|/workshop
11780,Games|/games
11780,Internet Explorer|/ie
11782,Korea|/korea
11783,Training|/train_cert
11784,Poland|/poland
11785,isapi|/isapi
11788,Windows95 Support|/windowssupport
11788,isapi|/isapi
11790,Free Downloads|/msdownload
11790,Internet Explorer|/ie
11793,Windows NT Server|/ntserver
11793,Microsoft.com Search|/search
11794,Support Desktop|/support
11796,N. American Automap|/automap
11799,Free Downloads|/msdownload
11800,Products |/products
11802,Free Downloads|/msdownload
11802,Web Site Builder's Gallery|/gallery
11802,ActiveX Technology Development|/activex
11802,Advanced Technology|/advtech
11803,Products |/products
11806,Denmark|/danmark
11811,Internet Development|/intdev
11811,Products |/products
11812,Free Downloads|/msdownload
11814,Windows95 Support|/windowssupport
11814,Support Desktop|/support
11818,NetMeeting|/netmeeting
11819,Internet Explorer|/ie
11821,Windows NT Server|/ntserver
11821,Products |/products
11821,Support Desktop|/support
11821,Microsoft.com Search|/search
11822,Internet Explorer|/ie
11823,FrontPage|/frontpage
11825,Visual Basic|/vbasic
11826,SQL Server|/sql
11826,SQL Support|/sqlsupport
11830,isapi|/isapi
11831,Windows NT Server|/ntserver
11834,FrontPage|/frontpage
11837,Microsoft.com Search|/search
11839,Internet Explorer|/ie
11842,Windows Family of OSs|/windows
11848,Spain|/spain
11854,Microsoft.com Search|/search
11856,Internet Explorer|/ie
11856,Visual C|/visualc
11858,Microsoft.com Search|/search
11859,Windows95 Support|/windowssupport
11859,Knowledge Base|/kb
11860,Windows NT Server|/ntserver
11861,Internet Explorer|/ie
11863,sports|/sports
11867,isapi|/isapi
11869,Windows Family of OSs|/windows
11869,MS Word News|/word
11873,Free Downloads|/msdownload
11875,Products |/products
11877,Products |/products
11878,Internet Explorer|/ie
11879,Windows NT Workstation|/ntworkstation
11879,Windows Family of OSs|/windows
11879,Internet Site Construction for Developers|/sitebuilder
11879,Developer Workshop|/workshop
11881,MS Word News|/word
11881,FrontPage|/frontpage
11882,Taiwan|/taiwan
11882,Microsoft.com Search|/search
11885,Windows NT Workstation|/ntworkstation
11888,Web Site Builder's Gallery|/gallery
11892,Windows 95|/windows95
11892,Products |/products
11893,Microsoft.com Search|/search
11898,France|/france
11899,Corporate Desktop Evaluation|/organizations
11901,Windows 95|/windows95
11901,Internet Explorer|/ie
11902,FrontPage|/frontpage
11903,MS Office Info|/office
11903,Visual FoxPro|/vfoxpro
11904,Products |/products
11904,isapi|/isapi
11904,MS Project|/msproject
11904,Support Desktop|/support
11905,Products |/products
11905,Free Downloads|/msdownload
11908,Free Downloads|/msdownload
11908,Internet Explorer|/ie
11911,Internet Explorer|/ie
11912,Sales Information (infobase)|/salesinfo
11913,Windows95 Support|/windowssupport
11913,isapi|/isapi
11915,Games|/games
11917,MS Schedule+|/msscheduleplus
11917,N. American Automap|/automap
11921,Free Downloads|/msdownload
11922,isapi|/isapi
11927,Free Downloads|/msdownload
11931,isapi|/isapi
11932,Job Openings|/jobs
11934,Products |/products
11934,Internet Explorer|/ie
11938,Developer Network|/msdn
11939,Knowledge Base|/kb
11942,Portugal|/portugal
11943,Support Desktop|/support
11944,Free Downloads|/msdownload
11944,Internet Explorer|/ie
11945,Microsoft Financial Forum|/msft
11947,Free Downloads|/msdownload
11947,Site Builder Workshop|/workshoop
11950,Internet Explorer|/ie
11956,Support Desktop|/support
11957,Europe|/europe
11957,Products |/products
11957,Microsoft.com Search|/search
11959,Microsoft.com Search|/search
11960,Free Downloads|/msdownload
11960,Games|/games
11961,NT Workstation Support|/ntwkssupport
11964,MS Word News|/word
11966,End User Produced View|/athome
11967,Internet Security Framework|/security
11967,Free Downloads|/msdownload
11967,MS Office Info|/office
11971,End User Produced View|/athome
11976,Internet Information Server News|/infoserv
11977,Microsoft.com Search|/search
11979,Internet Explorer|/ie
11981,Developer Network|/msdn
11983,isapi|/isapi
11984,Web Site Builder's Gallery|/gallery
11985,Internet Site Construction for Developers|/sitebuilder
11986,Free Downloads|/msdownload
11992,NT Workstation Support|/ntwkssupport
11995,Support Desktop|/support
11998,Free Downloads|/msdownload
11998,Internet Explorer|/ie
12000,Windows NT Server|/ntserver
12001,Internet Explorer|/ie
12001,End User Produced View|/athome
12002,Web Site Builder's Gallery|/gallery
12011,BackOffice|/backoffice
12012,Windows Family of OSs|/windows
12013,Knowledge Base|/kb
12013,isapi|/isapi
12014,NetMeeting|/netmeeting
12018,Internet Site Construction for Developers|/sitebuilder
12019,Knowledge Base|/kb
12021,Free Downloads|/msdownload
12025,Training|/train_cert
12026,isapi|/isapi
12028,Free Downloads|/msdownload
12033,Microsoft.com Search|/search
12034,Web Site Builder's Gallery|/gallery
12036,Internet Explorer|/ie
12040,SiteBuilder Network Membership|/sbnmember
12040,MS in Education|/education
12040,Support Desktop|/support
12044,MS Money Information|/moneyzone
12045,Microsoft.com Search|/search
12047,Microsoft.com Search|/search
12050,Internet Explorer|/ie
12052,FrontPage|/frontpage
12053,Knowledge Base|/kb
12053,Web Site Builder's Gallery|/gallery
12053,ActiveX Technology Development|/activex
12053,Visual InterDev|/vinterdev
12053,Developer Workshop|/workshop
12059,MS Office|/msoffice
12059,MS Office Info|/office
12059,Microsoft.com Search|/search
12063,MS Access News|/msaccess
12063,Microsoft.com Search|/search
12064,Windows 95|/windows95
12065,Free Downloads|/msdownload
12067,Windows 95|/windows95
12068,Windows95 Support|/windowssupport
12068,Support Desktop|/support
12069,MS Office Info|/office
12069,Products |/products
12069,MS Office|/msoffice
12070,Free Downloads|/msdownload
12071,Developer Workshop|/workshop
12071,Internet Explorer|/ie
12075,Free Downloads|/msdownload
12075,Internet Site Construction for Developers|/sitebuilder
12076,Windows Family of OSs|/windows
12079,Web Site Builder's Gallery|/gallery
12081,Free Downloads|/msdownload
12081,Windows 95|/windows95
12081,Windows Family of OSs|/windows
12082,Internet Explorer|/ie
12084,Training|/train_cert
12084,isapi|/isapi
12084,Internet Explorer|/ie
12085,Visual Basic|/vbasic
12085,Products |/products
12091,Free Downloads|/msdownload
12096,Support Desktop|/support
12096,Knowledge Base|/kb
12098,Windows Family of OSs|/windows
